op,a,b,x,y,answer,problem_size,freq,surprisal,target_logprob,avg_target_logprob,n_target_tokens,prediction,correct
-,1,1,2,1,1,1,1106,0.10430908203125,-0.10430908203125,-0.10430908203125,1,1,True
-,1,2,3,2,1,1,520,0.21826171875,-0.21826171875,-0.21826171875,1,1,True
-,1,3,4,3,1,1,259,0.323486328125,-0.323486328125,-0.323486328125,1,1,True
-,1,4,5,4,1,1,179,0.05072021484375,-0.05072021484375,-0.05072021484375,1,1,True
-,1,5,6,5,1,1,89,0.1263427734375,-0.1263427734375,-0.1263427734375,1,1,True
-,1,6,7,6,1,1,76,0.25439453125,-0.25439453125,-0.25439453125,1,1,True
-,1,7,8,7,1,1,60,0.0131378173828125,-0.0131378173828125,-0.0131378173828125,1,1,True
-,1,8,9,8,1,1,67,0.01398468017578125,-0.01398468017578125,-0.01398468017578125,1,1,True
-,1,9,10,9,1,1,50,0.02044677734375,-0.02044677734375,-0.02044677734375,1,1,True
-,1,10,11,10,1,1,27,0.015350341796875,-0.015350341796875,-0.015350341796875,1,1,True
-,1,11,12,11,1,1,10,0.00908660888671875,-0.00908660888671875,-0.00908660888671875,1,1,True
-,1,12,13,12,1,1,11,0.0101776123046875,-0.0101776123046875,-0.0101776123046875,1,1,True
-,1,13,14,13,1,1,7,0.00980377197265625,-0.00980377197265625,-0.00980377197265625,1,1,True
-,1,14,15,14,1,1,10,0.00626373291015625,-0.00626373291015625,-0.00626373291015625,1,1,True
-,1,15,16,15,1,1,16,0.005672454833984375,-0.005672454833984375,-0.005672454833984375,1,1,True
-,1,16,17,16,1,1,11,0.00551605224609375,-0.00551605224609375,-0.00551605224609375,1,1,True
-,1,17,18,17,1,1,7,0.006259918212890625,-0.006259918212890625,-0.006259918212890625,1,1,True
-,1,18,19,18,1,1,1,0.00689697265625,-0.00689697265625,-0.00689697265625,1,1,True
-,1,19,20,19,1,1,5,0.0211181640625,-0.0211181640625,-0.0211181640625,1,1,True
-,1,20,21,20,1,1,16,0.01025390625,-0.01025390625,-0.01025390625,1,1,True
-,1,21,22,21,1,1,7,0.01367950439453125,-0.01367950439453125,-0.01367950439453125,1,1,True
-,1,22,23,22,1,1,5,0.00919342041015625,-0.00919342041015625,-0.00919342041015625,1,1,True
-,1,23,24,23,1,1,0,0.0309295654296875,-0.0309295654296875,-0.0309295654296875,1,1,True
-,1,24,25,24,1,1,6,0.007335662841796875,-0.007335662841796875,-0.007335662841796875,1,1,True
-,1,25,26,25,1,1,1,0.0215606689453125,-0.0215606689453125,-0.0215606689453125,1,1,True
-,1,26,27,26,1,1,4,0.034332275390625,-0.034332275390625,-0.034332275390625,1,1,True
-,1,27,28,27,1,1,4,0.011474609375,-0.011474609375,-0.011474609375,1,1,True
-,1,28,29,28,1,1,2,0.00600433349609375,-0.00600433349609375,-0.00600433349609375,1,1,True
