op,a,b,x,y,answer,problem_size,freq,surprisal,target_logprob,avg_target_logprob,n_target_tokens,prediction,correct
+,1,1,1,1,2,2,7196,0.43603515625,-0.43603515625,-0.43603515625,1,2,True
+,1,2,1,2,3,3,2808,0.09881591796875,-0.09881591796875,-0.09881591796875,1,3,True
+,1,3,1,3,4,4,1111,0.043365478515625,-0.043365478515625,-0.043365478515625,1,4,True
+,1,4,1,4,5,5,787,0.035675048828125,-0.035675048828125,-0.035675048828125,1,5,True
+,1,5,1,5,6,6,400,0.0225372314453125,-0.0225372314453125,-0.0225372314453125,1,6,True
+,1,6,1,6,7,7,300,0.01236724853515625,-0.01236724853515625,-0.01236724853515625,1,7,True
+,1,7,1,7,8,8,200,0.0296783447265625,-0.0296783447265625,-0.0296783447265625,1,8,True
+,1,8,1,8,9,9,413,0.0198822021484375,-0.0198822021484375,-0.0198822021484375,1,9,True
+,1,9,1,9,10,10,217,0.0484619140625,-0.0484619140625,-0.0484619140625,1,10,True
+,1,10,1,10,11,11,86,0.156005859375,-0.156005859375,-0.156005859375,1,11,True
+,1,11,1,11,12,12,37,0.3486328125,-0.3486328125,-0.3486328125,1,12,True
+,1,12,1,12,13,13,22,0.1649169921875,-0.1649169921875,-0.1649169921875,1,13,True
+,1,13,1,13,14,14,13,0.1575927734375,-0.1575927734375,-0.1575927734375,1,14,True
+,1,14,1,14,15,15,10,0.10369873046875,-0.10369873046875,-0.10369873046875,1,15,True
+,1,15,1,15,16,16,16,0.34765625,-0.34765625,-0.34765625,1,16,True
+,1,16,1,16,17,17,25,0.1466064453125,-0.1466064453125,-0.1466064453125,1,17,True
+,1,17,1,17,18,18,11,0.11627197265625,-0.11627197265625,-0.11627197265625,1,18,True
+,1,18,1,18,19,19,7,0.265869140625,-0.265869140625,-0.265869140625,1,19,True
+,1,19,1,19,20,20,13,0.1956787109375,-0.1956787109375,-0.1956787109375,1,20,True
+,1,20,1,20,21,21,22,0.1312255859375,-0.1312255859375,-0.1312255859375,1,21,True
+,1,21,1,21,22,22,2,0.304443359375,-0.304443359375,-0.304443359375,1,22,True
+,1,22,1,22,23,23,2,0.69580078125,-0.69580078125,-0.69580078125,1,23,True
+,1,23,1,23,24,24,9,0.390869140625,-0.390869140625,-0.390869140625,1,24,True
+,1,24,1,24,25,25,8,0.2041015625,-0.2041015625,-0.2041015625,1,25,True
+,1,25,1,25,26,26,7,0.1767578125,-0.1767578125,-0.1767578125,1,26,True
